Timestamp,Source IP,Destination IP,Source Port,Destination Port,Packet Size (bytes),Packet Rate (pps),Connection Duration (seconds),Protocol,Request Type,Anomaly Score,Attack Type
2023-10-01 17:28:33.145657282,187.88.66.120,183.30.254.196,7472,443,64,490,22,IGMP,ACK,0.46,Normal
2023-10-01 18:46:10.338516925,50.17.89.134,107.103.52.57,4345,445,2048,62,9,SCTP,PATCH,0.57,Normal
2023-10-01 21:36:53.570678533,71.23.146.103,113.134.80.244,18361,3306,256,120,29,ICMP,PUT,0.99,Normal
2023-10-02 08:50:59.432971648,92.22.53.128,74.102.55.77,7033,8080,768,78,11,UDP,DELETE,0.48,Normal
2023-10-01 19:33:20.080004000,202.5.103.180,184.249.43.145,64178,25,2048,66,16,ICMP,GET,0.56,Normal
2023-10-01 15:23:54.851742587,138.151.212.214,91.121.172.185,23136,21,768,133,11,TCP,PATCH,0.84,Normal
2023-10-01 17:31:25.954297714,17.229.74.125,215.208.0.25,39091,21,512,276,4,TCP,GET,0.13,Normal
2023-10-01 12:47:14.061703085,248.206.87.168,242.32.56.188,64903,23,768,142,29,IGMP,PUT,0.43,Normal
2023-10-02 11:15:25.786289314,160.190.24.138,112.44.59.141,42363,25,128,475,11,UDP,PUT,0.63,Botnet
2023-10-02 00:28:45.926296314,44.142.180.114,170.99.69.232,8734,3389,256,415,14,UDP,POST,0.21,Normal
2023-10-01 12:19:09.177458872,155.113.60.194,4.9.246.103,40453,143,64,442,15,UDP,DELETE,0.4,Normal
2023-10-01 17:14:17.742887144,131.112.246.196,47.112.222.212,30376,443,128,225,29,TCP,GET,0.99,Normal
2023-10-01 23:52:24.217210860,133.97.176.123,65.126.11.106,58632,3389,128,296,4,ICMP,DELETE,0.05,Normal
2023-10-02 10:31:30.454522726,118.52.18.249,228.70.47.93,34903,143,4096,379,3,TCP,ACK,0.9,DDoS
2023-10-02 08:27:31.042552127,98.40.52.79,185.196.224.43,29909,5432,128,109,15,UDP,PUT,0.68,Normal
2023-10-02 02:05:27.976398819,9.30.76.186,248.68.224.163,22290,443,512,125,21,SCTP,GET,0.73,Botnet
2023-10-01 13:16:15.108755437,90.79.26.196,64.200.199.210,29830,8080,128,171,3,ICMP,DELETE,0.69,DDoS
2023-10-01 23:19:55.799789989,250.20.99.163,148.205.61.159,22387,53,1024,499,26,SCTP,GET,0.08,Normal
2023-10-01 16:13:09.879493974,88.233.96.85,247.193.76.63,24051,445,4096,405,11,ICMP,SYN,0.2,Normal
2023-10-02 05:06:37.639881994,123.84.27.182,143.107.244.154,25707,110,64,349,14,TCP,ACK,0.97,Normal
2023-10-02 01:08:13.404670233,168.109.166.181,30.72.3.183,50941,254,4096,195,24,UDP,POST,0.09,Botnet
2023-10-02 03:19:03.237161858,212.84.249.211,184.63.140.74,4668,139,1024,278,15,UDP,DELETE,0.79,Normal
2023-10-02 07:48:51.086554327,192.176.75.2,159.41.44.170,25211,143,4096,136,21,IGMP,ACK,0.36,Normal
2023-10-02 00:35:10.425521276,43.159.109.105,200.114.1.40,54654,445,64,201,22,IGMP,ACK,0.62,Normal
2023-10-02 01:02:36.427821391,163.3.47.112,201.106.154.163,5663,23,768,485,17,ICMP,ACK,0.85,Botnet
2023-10-01 21:28:32.425621281,113.96.171.24,223.153.82.194,1825,53,4096,461,4,SCTP,SYN,0.86,DDoS
2023-10-01 23:46:38.599929996,109.211.47.13,3.25.47.253,6037,8080,1024,239,3,UDP,POST,0.23,Normal
2023-10-01 16:14:36.283814190,208.148.207.96,153.152.73.194,4118,443,512,460,13,UDP,ACK,0.97,Normal
2023-10-01 13:48:43.526176308,60.226.153.23,34.44.252.202,65105,21,768,468,6,UDP,ACK,0.1,Normal
2023-10-02 04:40:46.682334116,94.175.188.117,238.234.134.82,30961,3389,768,67,23,UDP,GET,0.79,Botnet
2023-10-01 20:49:35.188759437,100.238.69.202,1.231.70.248,55713,80,2048,379,27,TCP,PUT,0.74,Normal
2023-10-02 05:08:55.886794339,17.79.140.232,108.45.186.6,16260,21,512,462,8,ICMP,ACK,0.11,Botnet
2023-10-02 07:19:37.078853942,61.65.247.98,252.30.205.22,20624,445,64,136,21,TCP,DELETE,0.18,Normal
2023-10-01 14:27:01.881094054,17.210.211.75,110.178.192.31,46846,445,768,222,20,TCP,ACK,0.46,Normal
2023-10-02 05:26:12.738636931,147.211.124.0,73.129.26.195,16925,3306,128,458,15,SCTP,PUT,0.82,Normal
2023-10-02 06:48:35.065753287,151.241.207.178,222.223.165.253,12543,443,2048,163,27,SCTP,PATCH,0.63,Normal
2023-10-01 19:36:08.568428421,192.5.142.2,120.59.9.215,37337,3306,768,241,7,SCTP,GET,0.14,Normal
2023-10-02 01:19:14.397719885,81.206.124.135,227.79.58.236,43658,3389,4096,342,26,ICMP,PATCH,0.48,Normal
2023-10-02 00:15:26.686334316,75.203.3.246,151.247.167.76,2206,8080,1024,300,20,TCP,ACK,0.06,Normal
2023-10-02 06:10:12.390619530,101.198.165.217,73.35.34.179,45439,110,1024,248,29,UDP,SYN,0.97,DDoS
2023-10-02 07:35:18.885944297,40.124.142.72,222.138.242.224,53518,8081,64,320,19,ICMP,ACK,0.17,Normal
2023-10-01 17:20:07.680384019,213.224.5.187,208.52.146.177,36009,53,64,272,25,SCTP,POST,0.08,Normal
2023-10-02 11:32:29.677483874,51.149.96.67,214.10.106.113,22369,443,64,70,1,UDP,ACK,0.1,Normal
2023-10-01 20:11:38.434921746,149.58.95.142,32.58.156.183,12284,3389,4096,314,17,TCP,DELETE,0.51,Normal
2023-10-02 08:07:08.421421071,69.111.29.135,160.208.253.74,45276,25,512,257,21,SCTP,SYN,0.01,DDoS
2023-10-02 00:29:59.369968498,138.13.126.1,27.243.121.244,55659,995,256,120,17,ICMP,PUT,0.01,Normal
2023-10-02 07:10:24.091204560,18.159.75.170,172.110.14.7,22318,21,128,127,15,TCP,PUT,0.9,Normal
2023-10-02 03:52:45.098254912,174.95.15.49,131.51.118.62,24595,5432,768,296,19,TCP,POST,0.33,Normal
2023-10-02 04:00:57.602880144,134.33.205.55,150.4.93.229,39492,23,64,243,7,SCTP,ACK,0.42,Normal
2023-10-01 19:08:46.886344317,177.162.238.41,46.160.186.251,60593,8081,256,325,6,IGMP,PATCH,0.15,Normal
2023-10-01 19:06:19.998999949,198.5.77.168,170.165.170.82,34367,23,768,261,18,SCTP,PATCH,0.23,Botnet
2023-10-01 12:47:35.662783139,235.199.6.126,98.33.20.177,2915,995,512,406,26,ICMP,SYN,0.91,Normal
2023-10-01 13:45:50.717535876,241.53.79.59,82.75.24.174,52109,3306,768,58,6,TCP,SYN,0.31,Normal
2023-10-01 16:51:41.195059752,146.209.49.8,87.232.131.144,13811,443,4096,94,4,TCP,GET,0.22,DDoS
2023-10-01 13:28:42.506125306,64.230.141.177,240.85.12.252,63570,443,64,55,27,TCP,ACK,0.02,Normal
2023-10-02 05:05:50.117505875,133.164.224.242,188.83.173.101,56444,254,2048,391,11,UDP,POST,0.2,Normal
2023-10-01 23:58:57.356867843,211.44.231.138,250.90.147.26,27590,80,512,353,3,ICMP,ACK,0.97,DDoS
2023-10-01 13:51:06.093304665,236.134.93.23,177.97.234.163,40537,25,4096,405,2,UDP,GET,0.91,Botnet
2023-10-02 06:38:47.516375818,108.67.156.31,191.124.113.195,26915,445,1024,109,19,UDP,PATCH,0.51,Normal
2023-10-01 17:49:51.929596479,189.183.144.67,153.232.62.108,44995,21,256,347,12,SCTP,SYN,0.64,Normal
2023-10-01 14:47:50.423521176,78.226.101.129,63.20.153.227,51120,8080,512,217,12,UDP,SYN,0.36,Normal
2023-10-01 19:59:02.397119855,249.48.217.30,151.60.231.233,58907,80,128,160,14,ICMP,PATCH,0.02,Normal
2023-10-02 02:25:03.075153757,134.224.131.139,33.149.243.230,18889,23,2048,280,20,ICMP,POST,0.99,Botnet
2023-10-02 01:51:16.893844692,233.30.179.213,67.243.150.143,17300,80,128,131,24,IGMP,SYN,0.33,DDoS
2023-10-02 08:01:27.124356217,103.77.227.109,126.64.161.94,63305,443,1024,322,15,UDP,GET,0.37,Normal
2023-10-01 17:56:12.108605430,118.178.94.198,171.243.118.234,9088,23,1024,480,2,ICMP,POST,0.37,Normal
2023-10-01 20:50:27.031351567,130.135.78.74,86.65.102.7,49513,23,1024,60,25,UDP,DELETE,0.15,Normal
2023-10-01 16:30:35.371768588,110.16.74.144,77.174.193.189,1220,254,1024,383,23,TCP,DELETE,0.14,Normal
2023-10-01 12:52:07.836391819,220.54.87.245,147.204.237.124,43899,143,768,147,11,SCTP,PUT,0.09,Normal
2023-10-01 18:00:09.720486024,184.69.21.163,103.30.185.220,18985,3306,2048,193,12,UDP,PUT,0.26,DDoS
2023-10-01 12:37:35.152757637,167.115.158.131,200.241.27.106,34717,21,2048,384,17,SCTP,DELETE,0.88,Normal
2023-10-02 11:14:55.544777238,52.168.138.222,51.232.95.20,20569,8081,4096,122,21,ICMP,SYN,0.1,DDoS
2023-10-02 04:49:25.108255412,252.212.157.152,109.28.44.149,35769,5432,1024,91,12,ICMP,DELETE,0.34,Botnet
2023-10-01 15:00:48.062403120,43.78.159.47,244.52.221.116,14271,995,2048,162,28,UDP,POST,0.12,Normal
2023-10-02 00:52:44.558227911,252.239.223.205,151.131.153.67,31893,8080,1024,398,23,ICMP,DELETE,0.28,DDoS
2023-10-01 23:02:04.386219310,199.3.187.78,248.139.136.60,43543,995,64,169,12,TCP,ACK,0.11,Botnet
2023-10-01 12:21:05.823291164,27.218.21.202,61.6.67.224,15563,8080,256,232,21,TCP,SYN,0.55,Normal
2023-10-01 22:46:44.180209010,236.116.248.150,110.24.170.12,52375,80,1024,146,19,SCTP,GET,0.51,Normal
2023-10-01 14:16:48.410420521,103.138.2.240,195.118.36.226,50431,53,256,368,22,ICMP,PUT,0.73,Normal
2023-10-01 20:52:58.238911945,112.181.54.181,114.30.168.142,13286,21,1024,236,18,SCTP,DELETE,0.11,Normal
2023-10-01 22:31:19.653982699,35.185.141.144,226.6.106.247,11606,25,512,411,29,TCP,POST,0.03,Normal
2023-10-01 19:15:32.986649332,95.138.175.38,148.103.17.204,30055,443,256,90,18,IGMP,SYN,1.0,Normal
2023-10-02 04:09:10.107505375,85.206.65.130,150.141.64.140,53718,443,256,287,12,IGMP,ACK,0.21,Normal
2023-10-01 18:54:01.242062103,248.14.98.91,42.40.25.246,59661,443,768,276,29,IGMP,PUT,0.95,Normal
2023-10-01 22:00:30.601530076,86.249.247.108,184.202.127.228,4547,254,512,309,17,TCP,PUT,0.14,Normal
2023-10-02 00:14:52.124606230,110.168.193.138,31.22.136.119,44259,23,256,477,23,UDP,PUT,0.4,Normal
2023-10-01 22:43:16.809840492,249.73.217.203,212.111.18.213,48153,23,2048,285,15,SCTP,POST,0.51,Botnet
2023-10-01 20:35:28.426421321,89.100.113.17,9.1.183.150,57380,25,512,171,15,TCP,DELETE,0.54,Normal
2023-10-01 23:22:44.288214410,206.230.243.205,240.165.183.134,1041,80,128,334,5,UDP,SYN,0.47,Botnet
2023-10-01 23:03:30.790539526,78.208.28.30,2.95.28.159,45419,22,64,340,27,ICMP,GET,0.59,Botnet
2023-10-01 12:31:27.934396719,59.62.100.155,220.240.78.36,40626,80,256,69,11,ICMP,PUT,0.54,Normal
2023-10-01 20:17:54.293714685,32.5.92.147,169.169.123.131,29922,443,512,244,11,ICMP,SYN,0.11,Normal
2023-10-02 08:57:41.213060653,104.77.76.245,252.78.228.112,44004,254,4096,384,7,TCP,DELETE,0.24,Normal
2023-10-02 04:53:44.321216060,166.34.207.184,154.236.123.3,59153,443,64,497,12,IGMP,PUT,0.82,Normal
2023-10-02 05:05:06.915345767,185.91.247.72,27.11.221.50,62443,25,2048,342,21,SCTP,PUT,0.72,Botnet
2023-10-02 07:16:31.309565478,72.83.89.14,199.51.235.116,2571,445,2048,321,19,UDP,ACK,0.5,Normal
2023-10-02 08:03:41.051052552,158.40.254.59,178.169.163.55,9998,53,4096,343,8,SCTP,SYN,0.96,DDoS
2023-10-01 15:04:54.314715735,119.47.136.60,234.126.205.53,45578,25,256,225,6,TCP,ACK,0.03,Normal
2023-10-01 16:20:47.822391119,23.188.171.10,92.232.159.236,41017,8081,256,104,5,SCTP,SYN,0.95,Normal
2023-10-02 03:16:57.950897544,4.235.194.164,130.228.137.186,44829,8081,2048,146,2,IGMP,DELETE,0.34,Normal
2023-10-01 15:05:54.797739886,116.44.3.41,64.73.9.18,15475,110,1024,92,2,ICMP,PATCH,0.83,Normal
2023-10-02 00:22:12.786639331,212.52.250.197,238.36.18.27,11689,445,64,161,18,TCP,PATCH,0.66,Normal
2023-10-01 16:41:32.044602230,49.19.184.175,161.237.126.181,42356,21,256,217,15,ICMP,SYN,0.64,Botnet
2023-10-01 21:53:01.299064953,155.53.179.199,179.102.189.122,15195,3306,1024,287,3,TCP,SYN,0.38,Normal
2023-10-02 08:22:45.908295414,156.14.203.77,30.2.106.68,29631,139,256,465,21,ICMP,DELETE,0.37,Normal
2023-10-02 02:10:08.790439521,25.57.220.132,97.125.30.165,5513,53,768,407,8,IGMP,ACK,0.64,DDoS
2023-10-01 20:41:01.083054152,43.156.68.192,45.36.128.115,57609,143,1024,269,18,UDP,SYN,0.04,Normal
2023-10-01 22:01:22.444122206,22.196.158.17,68.208.224.175,17699,5432,64,209,18,SCTP,ACK,0.61,Normal
2023-10-02 04:35:57.227861393,12.152.65.124,118.44.200.182,2012,8080,64,352,12,UDP,POST,0.12,DDoS
2023-10-02 08:25:47.357367868,202.224.70.239,176.229.121.137,9989,80,512,293,8,ICMP,SYN,0.34,Normal
2023-10-01 14:24:22.033101655,7.82.52.81,148.55.212.116,37191,139,128,309,2,SCTP,PUT,0.31,Normal
2023-10-02 06:29:38.848942447,11.131.145.246,112.126.242.76,55020,110,512,191,29,UDP,ACK,0.67,Normal
2023-10-02 03:30:34.471723586,12.151.198.22,232.50.100.228,45170,3306,1024,122,11,UDP,DELETE,0.08,Normal
2023-10-02 07:29:37.588879443,216.125.135.85,44.181.60.46,10106,143,2048,487,28,ICMP,PUT,0.33,Normal
2023-10-01 22:53:21.640082004,76.212.242.23,47.84.184.90,41838,139,64,128,13,TCP,DELETE,0.7,DDoS
2023-10-02 04:12:15.876793839,21.197.153.9,31.26.95.189,15266,25,1024,345,3,IGMP,ACK,0.67,DDoS
2023-10-01 12:10:00.510025501,58.171.89.199,140.233.30.72,64844,53,512,63,18,ICMP,ACK,0.99,Normal
2023-10-01 20:55:33.766688334,178.109.66.234,5.244.158.179,27681,110,4096,194,25,ICMP,PATCH,0.87,Normal
2023-10-01 14:11:11.433571678,33.209.55.141,114.24.208.227,11736,254,64,459,11,UDP,POST,0.91,Normal
2023-10-02 04:01:40.805040252,114.137.232.200,22.1.245.120,3132,110,128,409,28,IGMP,ACK,0.69,Normal
2023-10-01 17:17:40.793039651,136.221.90.98,140.35.129.99,60740,80,2048,407,24,TCP,DELETE,0.6,Normal
2023-10-02 08:57:06.651332566,2.175.231.109,150.67.118.86,58945,443,128,481,8,SCTP,DELETE,0.01,Normal
2023-10-02 01:57:02.511125556,210.43.131.233,60.191.4.162,3855,25,512,50,12,TCP,GET,0.91,Botnet
2023-10-01 18:53:56.921846092,230.227.237.199,134.17.249.117,38353,110,512,444,24,UDP,ACK,0.92,Normal
2023-10-02 00:16:01.248062403,152.80.34.23,144.235.20.104,9389,22,64,154,13,UDP,PUT,0.6,Normal
2023-10-02 11:42:56.108805440,129.145.169.207,230.221.199.215,5049,3389,256,201,21,SCTP,ACK,0.96,Normal
2023-10-01 19:37:22.012100605,183.51.24.39,171.165.24.110,52053,143,768,345,27,UDP,PATCH,0.62,Normal
2023-10-02 10:52:36.277813890,119.248.218.198,102.216.89.177,19556,21,768,499,28,ICMP,PATCH,0.99,Normal
2023-10-01 12:50:54.392719635,225.141.143.67,238.60.64.92,51710,25,256,249,24,UDP,GET,0.24,Normal
2023-10-02 04:52:13.596679833,126.18.173.67,12.69.9.121,43351,53,256,465,23,ICMP,ACK,0.42,Normal
2023-10-02 07:48:16.524826241,162.161.228.210,150.200.97.38,44412,3389,256,308,12,ICMP,PATCH,0.11,Normal
2023-10-01 19:22:32.047602380,30.70.108.149,68.78.239.205,33520,21,4096,394,8,UDP,DELETE,0.67,DDoS
2023-10-02 10:20:16.500825041,254.89.247.162,185.111.191.127,45171,53,64,315,3,IGMP,PUT,0.42,Normal
2023-10-01 14:45:49.457472873,241.160.161.25,144.117.232.213,35490,22,64,185,10,SCTP,PUT,0.9,Normal
2023-10-02 05:12:44.858242912,132.186.163.132,122.163.136.209,45807,23,512,431,20,TCP,PUT,0.68,DDoS
2023-10-01 12:48:49.106455322,199.68.185.115,217.83.141.191,22084,143,768,481,21,IGMP,GET,0.51,Normal
2023-10-01 12:54:00.162008100,65.12.110.127,108.89.0.13,11440,139,1024,132,15,TCP,GET,0.79,Normal
2023-10-01 13:24:36.253812690,216.247.18.207,230.17.28.230,52962,5432,128,482,28,ICMP,PATCH,0.24,Normal
2023-10-01 23:32:01.596079803,193.27.238.5,192.209.25.209,14149,3389,2048,452,15,UDP,DELETE,0.57,Normal
2023-10-02 09:03:13.869693484,237.253.212.140,86.115.52.87,31634,22,64,335,17,IGMP,PATCH,0.89,Normal
2023-10-02 09:27:34.102705135,42.55.128.140,152.250.178.189,51014,23,1024,214,4,TCP,SYN,0.86,Botnet
2023-10-02 11:21:58.925946297,45.218.31.189,248.96.118.243,62202,3389,512,473,5,IGMP,ACK,0.2,Botnet
2023-10-02 10:59:52.619630981,193.6.207.33,44.197.155.194,27624,21,2048,153,16,IGMP,GET,0.36,Normal
2023-10-02 01:37:23.092154607,119.88.85.166,102.73.115.244,63831,139,768,98,11,TCP,DELETE,0.58,DDoS
2023-10-01 18:15:38.566928346,94.98.215.183,182.58.42.170,43574,25,64,474,19,IGMP,DELETE,0.55,DDoS
2023-10-01 14:00:45.002250112,210.174.237.203,232.26.215.113,55401,21,128,271,2,TCP,SYN,0.47,Normal
2023-10-02 05:39:49.259462973,192.12.173.217,170.76.1.62,49011,8081,1024,134,20,IGMP,DELETE,0.26,Botnet
2023-10-02 01:15:34.066703335,88.161.66.72,242.242.156.192,14837,25,2048,75,1,TCP,POST,0.6,DDoS
2023-10-01 14:44:10.092504625,85.131.17.232,42.24.227.213,50004,25,128,285,10,TCP,ACK,0.48,Botnet
2023-10-02 08:32:37.777888894,198.188.184.147,195.4.201.218,18891,5432,4096,222,15,ICMP,PATCH,0.49,Normal
2023-10-01 12:34:29.383469173,87.115.29.102,221.243.164.92,11161,53,256,199,24,IGMP,POST,0.88,Normal
2023-10-01 18:59:46.859342967,254.221.207.246,156.130.174.74,51131,21,768,367,3,TCP,POST,0.51,DDoS
2023-10-01 17:48:16.884844242,65.126.252.211,17.87.243.251,39065,21,2048,184,1,IGMP,GET,0.46,Normal
2023-10-02 00:07:44.423221161,102.25.61.105,36.154.147.25,23904,8080,512,486,12,TCP,ACK,0.59,Normal
2023-10-01 21:40:59.822991149,231.138.244.148,52.226.119.119,28270,995,256,83,24,IGMP,POST,0.93,DDoS
2023-10-02 04:45:01.575078753,171.160.175.18,134.7.70.149,9660,25,256,111,17,IGMP,SYN,0.35,Normal
2023-10-02 04:23:25.510275513,225.32.244.136,174.10.40.112,24994,3306,512,205,27,SCTP,PATCH,0.19,Normal
2023-10-02 08:09:05.067253362,195.109.71.233,142.55.145.153,63693,995,512,63,14,ICMP,PUT,0.08,Normal
2023-10-02 10:09:54.389719485,148.82.9.26,136.137.202.216,33078,254,4096,292,12,ICMP,SYN,0.93,Botnet
2023-10-01 23:12:56.738836941,47.41.213.254,53.136.76.173,49584,995,2048,439,25,ICMP,SYN,0.68,Normal
2023-10-02 02:24:50.114505725,141.167.82.241,245.249.156.145,15021,23,2048,424,15,IGMP,SYN,0.05,Normal
2023-10-02 04:32:38.497924896,68.254.201.32,57.109.165.134,14767,21,256,413,7,ICMP,SYN,0.14,Normal
2023-10-02 07:28:11.184559227,3.235.87.23,133.91.143.25,44922,22,1024,105,3,UDP,SYN,0.2,Normal
2023-10-02 10:40:04.560228011,65.124.122.13,158.15.86.135,36997,23,768,51,13,TCP,ACK,0.34,Normal
2023-10-02 06:47:21.622081104,166.86.75.75,163.250.223.44,19532,5432,256,64,6,IGMP,PUT,0.34,Normal
2023-10-02 11:27:05.661283064,85.218.199.142,184.50.223.89,38414,8080,768,372,23,IGMP,DELETE,0.38,Botnet
2023-10-02 08:59:03.297164858,178.252.166.176,219.247.30.114,8265,8080,128,333,12,SCTP,PATCH,0.22,Normal
2023-10-01 14:32:25.897294864,189.162.192.183,39.176.128.245,2175,254,256,164,8,TCP,DELETE,0.61,Normal
2023-10-01 18:40:16.080804040,79.131.245.132,203.240.84.14,6913,143,256,416,20,ICMP,GET,0.34,Normal
2023-10-02 05:52:12.336616830,11.115.2.226,30.198.204.219,4965,443,64,374,2,TCP,SYN,0.31,Normal
2023-10-02 10:32:39.577978898,222.1.114.57,10.100.89.244,44159,53,4096,223,26,TCP,GET,0.42,Normal
2023-10-02 10:52:27.637381869,227.202.248.68,201.142.244.61,55507,53,128,84,8,SCTP,PUT,0.24,Normal
2023-10-01 15:51:38.134906745,221.190.72.234,97.162.154.71,14109,139,1024,71,18,IGMP,DELETE,0.85,Normal
2023-10-01 18:11:40.955047752,28.134.90.121,241.195.126.43,7401,8080,1024,121,15,SCTP,PATCH,0.51,Normal
2023-10-02 02:15:41.447072353,123.250.157.59,62.106.134.30,11851,445,256,439,28,SCTP,ACK,0.83,Normal
2023-10-01 18:43:13.209660483,42.201.224.164,60.187.8.231,39343,254,64,420,18,UDP,POST,0.36,DDoS
2023-10-01 13:33:23.320166008,30.54.193.100,71.56.234.65,23494,995,2048,307,24,ICMP,PATCH,0.18,Botnet
2023-10-01 17:28:24.505225261,203.84.235.147,172.230.35.134,63800,443,512,355,24,IGMP,GET,0.05,Normal
2023-10-01 23:58:05.514275713,210.59.30.174,210.54.15.185,2885,8080,4096,348,20,ICMP,GET,0.98,Normal
2023-10-01 20:10:29.311465573,240.39.102.59,240.59.185.95,45387,443,512,226,23,ICMP,DELETE,0.25,Botnet
2023-10-02 05:00:00.180009000,72.241.31.146,108.249.211.229,6620,21,256,330,11,ICMP,ACK,0.1,Botnet
2023-10-02 05:00:26.101305065,13.52.145.70,254.40.95.130,51130,8080,128,252,25,UDP,ACK,0.1,Normal
2023-10-01 19:37:56.573828691,141.31.3.56,181.120.47.95,45920,254,768,318,22,ICMP,SYN,0.81,Normal
2023-10-02 06:12:09.036451822,124.144.83.247,125.0.250.100,20817,143,2048,56,3,IGMP,ACK,0.15,Normal
2023-10-01 23:26:24.619230961,246.120.17.75,233.153.15.184,20306,53,64,424,19,IGMP,PATCH,0.76,Normal
2023-10-01 12:45:21.736086804,187.194.201.135,234.68.167.74,35023,445,128,215,9,TCP,SYN,0.78,DDoS
2023-10-01 17:38:20.695034751,188.44.224.241,198.181.112.223,18689,254,64,183,8,SCTP,PATCH,0.99,Normal
2023-10-02 00:51:05.193259662,55.99.17.26,130.34.33.7,54221,8081,4096,226,18,ICMP,GET,0.6,Botnet
2023-10-02 04:36:01.548077403,79.153.236.132,158.72.122.127,14916,445,4096,195,13,IGMP,SYN,0.53,Normal
2023-10-01 12:01:43.685184259,178.82.176.28,94.30.131.140,24905,995,768,386,12,UDP,PUT,0.68,Normal
2023-10-02 06:24:14.832741637,76.137.145.131,252.1.204.9,2573,5432,256,416,8,SCTP,ACK,0.47,Normal
2023-10-01 19:10:56.492824641,152.190.199.246,4.121.183.122,12110,443,64,57,22,ICMP,DELETE,0.07,Normal
2023-10-01 20:03:34.570728536,11.77.241.144,56.34.244.2,18314,22,2048,291,10,TCP,ACK,0.21,Normal
2023-10-01 15:26:30.379518975,202.192.75.42,18.36.148.46,53219,8081,256,169,15,IGMP,POST,0.22,Normal
2023-10-01 18:10:40.472023601,200.20.182.182,163.90.175.83,54017,443,1024,146,18,IGMP,POST,0.28,DDoS
2023-10-01 19:28:47.906395319,183.90.147.46,249.33.246.153,58127,80,256,193,8,SCTP,GET,0.8,DDoS
2023-10-02 06:33:06.219310965,213.56.197.65,158.185.82.54,33735,25,512,454,29,UDP,POST,0.24,Normal
2023-10-02 09:49:53.369668483,195.179.245.95,29.3.190.178,32166,25,64,487,15,ICMP,POST,0.32,Normal
2023-10-01 18:43:52.091604580,52.92.185.34,172.5.79.152,1484,23,2048,476,9,IGMP,PUT,0.41,DDoS
2023-10-02 08:46:27.259362968,42.12.63.226,151.1.14.140,31318,21,4096,254,15,TCP,SYN,0.73,Normal
2023-10-01 23:53:46.301315065,125.37.139.218,176.17.69.169,64879,8081,256,284,4,SCTP,GET,0.63,DDoS
2023-10-01 22:32:37.417870893,54.31.229.132,59.219.104.50,18309,8080,4096,271,3,IGMP,ACK,0.66,DDoS
2023-10-02 03:34:10.482524126,214.180.31.182,83.12.111.191,62027,8081,512,172,15,SCTP,PATCH,0.32,Normal
2023-10-02 08:45:39.736986849,27.5.119.113,87.26.17.252,18760,21,768,198,6,ICMP,SYN,0.94,Normal
